...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
1845,23685,TANIA PATRICIA MONTANO ZEPEDA,02:21:16,02:05:53,05:55 /km,10.05 km/h,00:29:05,00:58:18,01:29:00,02:00:21
1846,20129,LUCÍA VILLARREAL JIMÉNEZ,02:19:47,02:05:53,05:55 /km,10.05 km/h,00:29:07,00:58:54,01:29:12,01:59:20
1847,22911,ITZEL MARLEN GARCÍA MANDUJANO,02:28:09,02:05:53,05:55 /km,10.05 km/h,00:28:32,00:59:05,01:29:45,01:59:43
1848,25226,ROCIO SÁNCHEZ ALFARO,02:24:21,02:05:54,05:55 /km,10.05 km/h,00:32:01,01:03:04,01:32:35,02:00:04
1849,22931,LAURA HELENA DIRCIO GILES,02:37:43,02:05:55,05:55 /km,10.05 km/h,00:30:41,01:00:56,01:31:23,02:00:04
1850,13107,JIMENA ARRIETA PETTERSEN,02:17:53,02:05:56,05:55 /km,10.05 km/h,00:29:21,00:59:28,01:30:18,01:59:39
1851,8532,PAOLA ARIAS MARÍN,02:36:53,02:05:56,05:55 /km,10.05 km/h,00:29:31,00:59:03,01:29:44,01:59:25
1852,4275,MARIA JOSE ISLAS CHAVEZ,02:21:01,02:05:57,05:55 /km,10.05 km/h,00:30:23,00:59:23,01:28:53,01:59:08
1853,18903,LORENA NAJERA FLORES,02:11:37,02:05:57,05:55 /km,10.05 km/h,00:29:06,00:58:29,01:29:29,01:59:19
1854,991,ARIANA TORQUEMADA PEREZ,02:26:08,02:05:58,05:55 /km,10.05 km/h,00:30:03,01:00:44,01:30:58,02:00:06
1855,2284,BERENICE FLORES MUJICA,02:20:44,02:05:58,05:55 /km,10.05 km/h,00:30:40,01:00:15,01:30:49,01:59:51
1856,21248,MARIA PAULA GONZALEZ DIAZ,02:21:45,02:05:59,05:55 /km,10.04 km/h,00:30:13,01:00:37,01:31:18,01:59:46
1857,28854,SOFIA FLORES BANDONI,02:57:23,02:05:59,05:55 /km,10.04 km/h,00:30:35,00:59:49,01:30:57,02:00:11
1858,12334,ANDREA GARCIA TELLEZ,02:44:08,02:06:00,05:55 /km,10.04 km/h,00:30:53,01:01:27,01:31:34,02:00:33
1859,2161,ANDREA ELIZABETH PEREZ RAMOS,02:37:22,02:06:01,05:58 /km,10.04 km/h,00:27:39,00:56:50,01:29:04,01:59:55
1860,4304,FERNANDA APANCO RODRIGUEZ,02:36:53,02:06:01,05:58 /km,10.04 km/h,00:28:04,00:58:56,01:30:33,02:00:07
1861,20155,DANIELA RAMIREZ Y DIEGO,02:18:41,02:06:02,05:58 /km,10.04 km/h,00:28:34,00:57:04,01:27:07,01:59:21
1862,21901,BELEN PEDRAZA CORTEZ,02:21:13,02:06:03,05:58 /km,10.04 km/h,00:30:13,01:00:10,01:30:30,01:59:47
1863,29531,SAMANTHA ROMERO RODRÍGUEZ,02:44:19,02:06:04,05:58 /km,10.04 km/h,00:31:19,01:02:20,01:32:12,02:00:12
1864,11341,PALOMA ITZEL RIVAS VILLAMIL,02:36:27,02:06:04,05:58 /km,10.04 km/h,00:27:19,00:57:34,01:30:03,01:59:43
1865,17244,ARIADNA VIANEY REYES MOJICA,02:36:53,02:06:04,05:58 /km,10.04 km/h,00:28:41,00:58:36,01:29:52,01:59:35
1866,11673,VALERIA LUNA CASTILLO,02:56:01,02:06:05,05:58 /km,10.03 km/h,00:29:05,00:59:01,01:30:03,01:59:58
1867,20680,AURORA JANET IBARRA GUERRERO,02:18:06,02:06:05,05:58 /km,10.03 km/h,00:28:14,00:58:48,01:30:36,02:00:08
1868,1906,TANIA BUSTAMANTE NAVARRO,02:19:09,02:06:08,05:58 /km,10.03 km/h,00:30:54,01:00:15,01:30:56,02:00:23
1869,22560,MONICA MARTINEZ GONZALEZ,02:20:16,02:06:09,05:58 /km,10.03 km/h,00:30:41,01:00:23,01:30:32,01:59:42
1870,27138,CARMEN VALERIA HERNÁNDEZ AGUIRRE,02:44:13,02:06:09,05:58 /km,10.03 km/h,00:28:43,00:59:32,01:30:58,02:00:09
1871,17815,PAMELA DE LA GARZA MORAL,02:53:15,02:06:09,05:58 /km,10.03 km/h,00:26:09,00:55:48,01:27:15,01:59:31
1872,25290,MARIA ROMINA ESPARRAGOZA OCHOA,02:41:55,02:06:13,05:58 /km,10.02 km/h,00:30:43,01:01:00,01:31:33,02:00:07
1873,4969,KAREN MORENO X,02:39:57,02:06:14,05:58 /km,10.02 km/h,00:32:27,01:02:07,01:33:57,02:00:44
1874,27006,EMMELY BERMUDEZ ASSAM,02:17:55,02:06:14,05:58 /km,10.02 km/h,00:27:20,00:55:51,01:33:17,02:00:53
1875,19336,ALEJANDRA HERNANDEZ RUIZ,02:56:00,02:06:14,05:58 /km,10.02 km/h,00:29:50,00:59:06,01:29:51,01:59:44
1876,8830,LAURA MARTINEZ MORALES,02:26:33,02:06:15,05:58 /km,10.02 km/h,00:32:49,01:03:06,01:33:22,02:00:30
1877,22415,NINNA DIAZ HERNANDEZ,02:24:52,02:06:15,05:58 /km,10.02 km/h,00:29:58,01:00:10,01:30:26,01:59:45
1878,4147,XIMENA GABRIELA AGUIRRE GUERRERO,02:20:50,02:06:15,05:58 /km,10.02 km/h,00:29:08,00:58:38,01:30:34,01:59:56
1879,29559,KARLA ZECUA VELARDE,02:55:00,02:06:16,05:58 /km,10.02 km/h,00:29:35,01:00:21,01:30:58,02:00:22
1880,23975,YUNUEN GUERRERO LEON,02:38:31,02:06:16,05:58 /km,10.02 km/h,00:29:30,00:58:35,01:30:14,02:00:12
1881,14442,DANIELA MARTIN DEL CAMPO FOURNAIS,02:18:57,02:06:16,05:58 /km,10.02 km/h,00:28:49,00:59:08,01:29:41,02:00:03
1882,5206,ESTEFANIA SUAREZ GUERRERO,02:53:24,02:06:16,05:58 /km,10.02 km/h,00:30:00,01:00:00,01:30:57,02:00:08
1883,16098,LOURDES SUSANA GUERRERO PÉREZ,02:40:05,02:06:16,05:58 /km,10.02 km/h,00:30:41,01:00:11,01:30:33,01:59:59
1884,29415,PAULA VEGA BARBIAUX,02:28:32,02:06:16,05:58 /km,10.02 km/h,00:28:26,00:58:40,01:30:20,02:00:25
1885,23199,ALMA GABRIELA HERNÁNDEZ GARCÍA,02:12:52,02:06:17,05:58 /km,10.02 km/h,00:28:44,00:59:19,01:30:42,02:00:29
1886,6529,NOEMI SOTELO DE LA CRUZ,02:53:48,02:06:17,05:58 /km,10.02 km/h,00:29:07,00:59:05,01:30:51,02:00:08
1887,2091,ANA PAULA MENDIOLA MENESES,02:56:06,02:06:18,05:58 /km,10.02 km/h,00:29:44,00:59:41,01:29:32,01:59:37
1888,15727,BEGOÑA JURAIDINI RILOBA,02:53:17,02:06:19,05:58 /km,10.02 km/h,00:28:52,00:58:56,01:30:15,02:00:34
1889,16313,STEPHANIE VILLANUEVA PRECIADO,02:18:11,02:06:19,05:58 /km,10.02 km/h,00:28:19,00:57:11,01:28:52,02:00:39
1890,16848,RENATA ROJI PEZZOLI,02:48:42,02:06:19,05:58 /km,10.02 km/h,00:30:33,01:01:32,01:31:26,02:00:14
1891,11202,INGRID CHINCOYA MARTÍNEZ,02:39:32,02:06:19,05:58 /km,10.02 km/h,00:31:16,01:01:22,01:31:20,02:00:19
1892,18692,DOLORES GONZALEZ LUNA,02:53:55,02:06:19,05:58 /km,10.02 km/h,00:31:04,01:00:30,01:31:50,02:00:20
1893,5500,MARINA PAUKEN PAUKEN,02:39:13,02:06:20,05:58 /km,10.01 km/h,00:29:27,00:59:32,01:29:59,01:59:54
1894,11764,LAURA ANDREA SANCHEZ BEJARANO,02:24:12,02:06:21,05:58 /km,10.01 km/h,00:30:16,01:00:05,01:30:39,02:00:31
1895,17674,CINTIA GUADALUPE BERNAL BERRA,02:18:22,02:06:21,05:58 /km,10.01 km/h,00:26:30,00:56:08,01:28:53,02:00:09
1896,21693,JIMENA ALARCON ROMAN,02:57:43,02:06:21,05:58 /km,10.01 km/h,00:30:49,00:59:28,01:29:51,01:59:55
1897,6436,PAULINA VILLAMIL PESQUEIRA,02:37:07,02:06:22,05:58 /km,10.01 km/h,00:27:42,00:58:00,01:30:08,02:00:11
1898,16076,ANA PAULA IBARRA CABALLERO,02:25:36,02:06:23,05:58 /km,10.01 km/h,00:29:15,00:59:17,01:30:06,02:00:21
1899,13587,MONICA LIZET REBOLLO SANCHEZ,02:21:48,02:06:24,05:58 /km,10.01 km/h,00:30:26,01:00:17,01:30:43,02:00:20
1900,23443,SOFIA CASILLAS GONZÁLEZ,02:28:04,02:06:25,05:58 /km,10.01 km/h,00:28:43,00:58:56,01:30:18,02:00:15
1901,7240,MARIA CONCEPCION CORTAZAR SOBERANO,02:39:29,02:06:25,05:58 /km,10.01 km/h,00:30:07,00:59:52,01:30:41,02:00:15
1902,13569,SHIRI ALTER BAYON,02:55:42,02:06:25,05:58 /km,10.01 km/h,00:33:18,01:03:58,01:34:05,02:01:12
1903,6390,KARLA VIRIDIANA AGUIRRE AGUIRRE,02:54:19,02:06:26,05:58 /km,10.01 km/h,00:30:03,00:59:21,01:30:25,02:00:10
1904,10583,ISABEL CONSUELO FLORES SANCHEZ,02:36:54,02:06:27,05:58 /km,10.01 km/h,00:28:37,00:58:36,01:29:54,02:00:07
1905,22929,LAURA HERNÁNDEZ REYNA,02:42:51,02:06:27,05:58 /km,10.01 km/h,00:32:04,01:03:48,01:33:31,02:01:11
1906,20244,PAULINA MIGUEL SOTO,02:27:07,02:06:27,05:58 /km,10.01 km/h,00:29:35,00:59:31,01:29:09,01:59:50
1907,18542,JOKABETH AMADOR BADAJOZ,02:19:32,02:06:27,05:58 /km,10.01 km/h,00:31:17,01:01:42,01:32:08,02:00:40
1908,13391,DANIELA PINEDA TORRES,02:24:08,02:06:28,05:58 /km,10.01 km/h,00:30:38,01:00:29,01:31:21,02:00:37
1909,27615,CECILIA PATRON PRIEGO,02:29:48,02:06:29,05:58 /km,10.00 km/h,00:29:49,01:00:28,01:31:31,02:00:43
1910,10941,DANIELA RAGOZZINO ESPINO,02:24:08,02:06:29,05:58 /km,10.00 km/h,00:30:40,01:00:30,01:31:22,02:00:39
1911,28237,MOIRA CASSANDRA RODRIGUEZ VELEZ,02:19:27,02:06:33,05:58 /km,10.00 km/h,00:28:28,00:59:01,01:31:26,02:00:01
1912,15038,REGINA SALDANA MERCADO,02:20:22,02:06:34,05:58 /km,10.00 km/h,00:31:27,01:01:17,01:31:57,02:00:30
1913,6729,PAULINA VILLARREAL DEL MORAL,02:22:19,02:06:35,05:58 /km,9.999 km/h,00:31:41,01:02:29,01:32:27,02:00:45
1914,14815,KARLA TORRES PARRA,02:25:38,02:06:35,05:58 /km,9.999 km/h,00:28:56,00:58:59,01:30:10,02:00:20
1915,13895,MARÍA ANDREA SOTO MESTA,02:20:45,02:06:36,05:58 /km,9.999 km/h,00:31:45,01:02:20,01:32:19,02:00:54
1916,6300,NICOLE GOLDBERG CHAVEZ,02:39:45,02:06:36,05:58 /km,9.998 km/h,00:31:27,01:03:24,01:32:57,02:01:08
1917,20591,FERNANDA ITZEL SOTO CRUZ,02:41:08,02:06:37,05:58 /km,9.998 km/h,00:31:21,01:01:59,01:32:07,02:00:37
1918,9546,BRENDA ROA GUTIERREZ,02:22:07,02:06:37,05:58 /km,9.998 km/h,00:30:47,01:02:46,01:33:17,02:00:56
1919,12568,PAOLA AGUILAR GUZMÁN,02:22:44,02:06:39,05:58 /km,9.995 km/h,00:31:34,01:03:11,01:33:09,02:01:10
1920,17071,MARINA MONREAL BEORTEGUI,02:22:44,02:06:39,05:58 /km,9.994 km/h,00:29:50,01:00:28,01:31:35,02:00:48
1921,17222,MICHELLE ALDANA CAMACHO,02:44:49,02:06:40,05:58 /km,9.993 km/h,00:30:29,01:01:13,01:31:13,02:00:39
1922,20480,ANA RAMIREZ Y DIEGO,02:20:59,02:06:41,05:58 /km,9.992 km/h,00:31:15,01:02:17,01:33:00,02:01:06
1923,17673,VALERIA ZUNIGA GOUYONNET,02:39:19,02:06:41,05:58 /km,9.992 km/h,00:31:40,01:01:45,01:31:57,02:00:58
1924,15752,MARIA GUEVARA OLVERA,02:48:40,02:06:42,05:58 /km,9.990 km/h,00:28:36,00:58:44,01:29:42,02:00:15
1925,13632,ANDREA DEL RÍO RICARDEZ,02:19:15,02:06:42,05:58 /km,9.990 km/h,00:29:44,01:00:01,01:31:08,02:00:35
1926,13456,PAULINA TORRES MANDIOLA,02:29:18,02:06:43,05:58 /km,9.989 km/h,00:30:28,01:01:00,01:32:11,02:00:52
1927,20566,MARIA PAULA ROSADO AGUIRRE,02:25:45,02:06:43,05:58 /km,9.989 km/h,00:30:10,01:00:46,01:30:52,02:00:40
1928,7331,MARÍA DE LOS ANGELES ARIAS PÉREZ,02:39:46,02:06:44,05:58 /km,9.989 km/h,00:31:49,01:02:18,01:32:02,02:00:46
1929,19676,NICOLE DELGADO TORRES,02:27:03,02:06:44,05:58 /km,9.989 km/h,00:30:20,01:00:37,01:31:01,02:00:32
1930,29730,MELISSA ZAMORA GUERRERO,02:20:49,02:06:44,05:58 /km,9.989 km/h,00:30:13,01:01:04,01:31:50,02:00:54
1931,24105,EUGENIA CORTES RUIZ,02:44:21,02:06:44,05:58 /km,9.989 km/h,00:30:48,01:01:30,01:31:43,02:00:47
1932,1152,MAIRELY FIGUEROA GOMEZ,02:20:30,02:06:45,05:58 /km,9.988 km/h,00:30:54,01:00:50,01:31:30,02:00:43
1933,21510,MELISSA VEGA OSEGUERA,02:22:25,02:06:46,05:58 /km,9.985 km/h,00:31:14,01:02:02,01:31:28,02:00:26
1934,21720,JESSICA KAREN TELLO CASILLAS,02:56:14,02:06:47,05:58 /km,9.985 km/h,00:34:15,01:04:00,01:33:09,02:01:23
1935,29539,BRENDA ARAMBURU PULIDO,02:20:45,02:06:48,05:58 /km,9.982 km/h,00:29:42,00:58:59,01:29:42,02:00:37
1936,17319,MARIANA TELLEZ CASTRO,02:53:46,02:06:49,05:58 /km,9.982 km/h,00:29:33,00:59:26,01:30:45,02:00:32
1937,29018,MITZIA MILENE MACUIXTLE JERONIMO,02:38:47,02:06:49,05:58 /km,9.982 km/h,00:31:30,01:01:59,01:32:45,02:00:54
1938,14127,MARYJOSE VELARDE CONTRERAS,02:18:46,02:06:49,05:58 /km,9.982 km/h,00:27:50,01:00:56,01:31:42,02:00:47
1939,13675,SUSANA PONS MARTIN DEL CAMPO,03:00:56,02:06:50,05:58 /km,9.980 km/h,00:31:17,01:01:44,01:32:16,02:01:13
1940,24864,KARINA MOTA MONTERO,02:23:51,02:06:51,05:58 /km,9.978 km/h,00:30:06,01:00:12,01:31:12,02:00:47
1941,18803,DANIELA MEDINA CARDONA,02:53:31,02:06:52,05:58 /km,9.978 km/h,00:27:45,00:58:42,01:30:28,02:00:35
1942,15079,JENN OLVERA TORRES,02:57:04,02:06:53,05:58 /km,9.977 km/h,00:31:21,01:00:53,01:31:07,02:00:46
1943,12281,PAMELA VANIA OVIEDO SOLANO,02:12:42,02:06:53,05:58 /km,9.977 km/h,00:30:49,01:00:37,01:31:11,02:00:48
1944,29517,KARINA CANTU MARTINEZ,02:20:33,02:06:53,05:58 /km,9.977 km/h,00:30:13,01:01:03,01:32:00,02:00:55
1945,22145,MARINA RANGEL ZENDEJAS,02:55:55,02:06:53,05:58 /km,9.977 km/h,00:31:55,01:02:44,01:32:53,02:01:04
1946,1178,SALMA KAREN GOMEZ LOPEZ,02:23:21,02:06:53,05:58 /km,9.976 km/h,00:29:31,00:58:56,01:29:55,02:00:39
1947,11990,ALEYDIS GONZALEZ SANCHEZ,02:53:35,02:06:53,05:58 /km,9.976 km/h,00:28:53,00:59:21,01:29:51,02:00:38
1948,4484,DIANA PLATA ORIHUELA,02:53:30,02:06:54,05:58 /km,9.976 km/h,00:29:34,01:00:15,01:31:09,02:00:55
1949,10714,DANIELA OCAMPO BERNAL,02:28:32,02:06:54,05:58 /km,9.974 km/h,00:32:57,01:02:48,01:32:42,02:01:01
1950,17201,ANA XIMENA PAREDES ALCANTARA,02:22:58,02:06:56,05:58 /km,9.972 km/h,00:31:05,01:01:59,01:32:12,02:01:03
1951,5540,BRENDA ESCOBAR PEREZ,02:38:20,02:06:56,05:58 /km,9.972 km/h,00:28:50,00:58:15,01:30:00,02:00:33
1952,10101,DANIELA PATRICIA GURGUA LORENZANA,02:41:27,02:06:58,05:58 /km,9.971 km/h,00:42:55,01:32:11,01:58:02,NA
1953,3984,ANAHI CONTRERAS CALVA,02:40:14,02:06:58,05:58 /km,9.969 km/h,00:30:36,01:00:28,01:31:36,02:00:50
1954,11214,ALEJANDRA DÍAZ CORNEJO,02:54:57,02:06:59,05:58 /km,9.968 km/h,00:31:16,01:00:56,01:31:40,02:00:55
1955,14265,MARÍA FERNANDA VILLEGAS MUNOZ,02:39:45,02:06:59,05:58 /km,9.968 km/h,00:29:32,00:59:38,01:31:06,02:00:58
1956,27682,ALEJANDRA OLIVARES BURGOS,02:23:13,02:07:00,06:01 /km,9.967 km/h,00:30:32,01:01:44,01:32:37,02:01:20
1957,22300,LIZBET ALEJANDRA DELGADO VALVERDE,03:04:24,02:07:00,06:01 /km,9.967 km/h,00:28:27,00:57:36,01:28:28,02:00:15
1958,23823,BEGONA ARANZABAL MARTIN,02:22:37,02:07:01,06:01 /km,9.967 km/h,00:31:31,01:03:39,01:34:49,02:01:34
1959,423,MICHELLE AGUILAR GUTIERREZ,02:38:45,02:07:02,06:01 /km,9.965 km/h,00:31:53,01:02:45,01:32:35,02:01:30
1960,22499,PERRINE CHAULIAC GENDRE,02:44:33,02:07:02,06:01 /km,9.964 km/h,00:30:03,00:59:50,01:30:29,02:00:34
1961,18402,EMILIA RAMÍREZ ABRAHAM,02:40:59,02:07:03,06:01 /km,9.963 km/h,00:32:11,01:01:56,01:32:17,02:01:15
1962,14434,MARIANA SALAZAR MORENO,02:24:06,02:07:04,06:01 /km,9.963 km/h,00:29:51,01:00:45,01:32:03,02:00:53
1963,9341,FERNANDA ENID GONZÁLEZ HERNÁNDEZ,02:55:59,02:07:04,06:01 /km,9.961 km/h,00:30:02,01:00:03,01:30:59,02:01:04
1964,20616,VERONICA VENEGAS FRANCO,02:22:45,02:07:06,06:01 /km,9.959 km/h,00:32:19,01:03:11,01:33:19,02:01:12
1965,28906,ANA RODRIGUEZ QUINTERO,02:28:29,02:07:07,06:01 /km,9.959 km/h,00:28:47,00:58:58,01:30:30,02:00:50
1966,29778,GABRIELA GUADALUPE GUTIÉRREZ CRUZ,02:19:34,02:07:07,06:01 /km,9.959 km/h,00:31:25,01:01:53,01:32:36,02:01:05
1967,22622,DANIELA GORDILLO CASTANEDA,02:20:24,02:07:07,06:01 /km,9.959 km/h,00:28:21,00:59:27,01:31:14,02:00:58
1968,19765,MITZI BERENICE SOLIS CORTEZANO,02:43:12,02:07:08,06:01 /km,9.957 km/h,00:30:24,01:00:08,01:31:30,02:01:18
1969,22942,FRIDA TELLEZ MARTINEZ,02:39:13,02:07:08,06:01 /km,9.956 km/h,00:31:41,01:01:34,01:31:56,02:01:08
1970,15134,ANDREA RANCANO BOTAYA,02:20:52,02:07:09,06:01 /km,9.956 km/h,00:30:24,01:00:51,01:31:57,02:01:26
1971,19161,XIMENA CORREU COURTNEY,02:38:52,02:07:10,06:01 /km,9.955 km/h,00:30:04,00:59:56,01:30:43,02:00:40
1972,19686,JESSICA PAULINA RAMOS MEZA,02:19:39,02:07:10,06:01 /km,9.955 km/h,00:30:16,01:00:48,01:31:36,02:01:08
1973,2005,BEGONA ALONSO BRACHO,02:39:44,02:07:10,06:01 /km,9.954 km/h,00:29:14,00:59:21,01:30:46,02:00:53
1974,21165,DIANA CECILIA COLORADO APOLINAR,02:19:38,02:07:10,06:01 /km,9.954 km/h,00:29:32,00:59:26,01:31:43,02:01:09
1975,4885,SOFIA RAZIQ X,02:28:50,02:07:12,06:01 /km,9.951 km/h,02:01:51,NA,NA,NA
1976,14530,ASTRID ATZIRI ZAMUDIO MEDINA,02:21:45,02:07:13,06:01 /km,9.951 km/h,00:29:24,01:00:00,01:31:42,02:01:04
1977,27284,WENDY ALEXIA MÉNDEZ POLO,02:19:12,02:07:13,06:01 /km,9.950 km/h,00:28:11,00:56:21,01:30:01,02:00:44
1978,926,NORMA LARA YANEZ,02:55:33,02:07:14,06:01 /km,9.950 km/h,00:30:41,01:00:45,01:31:55,02:01:43
1979,13920,ANNA ALEJANDRA CORTES ORDONEZ,02:39:55,02:07:14,06:01 /km,9.948 km/h,00:30:22,01:00:54,01:31:45,02:00:55
1980,2663,PAVELLY SÁENZ RAMÍREZ,02:24:30,02:07:14,06:01 /km,9.948 km/h,00:28:12,00:58:16,01:31:30,02:01:15
1981,28998,NATALY CHICATTI PADILLA,02:43:04,02:07:14,06:01 /km,9.948 km/h,00:30:57,01:01:13,01:31:38,02:01:30
1982,8928,ALEJANDRA ALFARO GONZÁLEZ,02:13:51,02:07:17,06:01 /km,9.946 km/h,00:32:12,01:01:35,01:31:53,02:01:30
1983,18145,MARIAM AVILA GARCIA,02:40:50,02:07:17,06:01 /km,9.946 km/h,00:29:50,01:00:47,01:32:03,02:01:19
1984,13714,ANA PAULA CACHO ZAYAS,02:26:11,02:07:17,06:01 /km,9.944 km/h,00:29:00,00:59:27,01:30:31,02:00:39
1985,3899,SOFÍA GONZÁLEZ TALAMANTES,02:41:38,02:07:19,06:01 /km,9.943 km/h,00:31:00,01:01:17,01:31:39,02:01:06
1986,26577,MAR CUESTA ECHENIQUE,02:55:31,02:07:19,06:01 /km,9.943 km/h,00:30:57,01:01:24,01:32:01,02:01:16
1987,17192,JOHANA LOPEZ SANCHEZ,02:21:53,02:07:19,06:01 /km,9.942 km/h,00:29:08,00:59:14,01:31:26,02:01:11
1988,1483,ITHZEL UGALDE SEBASTIÁN,02:19:35,02:07:20,06:01 /km,9.942 km/h,00:29:39,01:00:55,01:32:34,02:01:38
1989,29699,ALEJANDRA ISABEL CASTILLO CERVANTES,02:21:59,02:07:20,06:01 /km,9.942 km/h,00:30:48,01:00:57,01:31:33,02:01:02
1990,28469,CLAUDIA MORALES MARTÍN DEL CAMPO,02:54:33,02:07:21,06:01 /km,9.940 km/h,00:29:28,00:59:27,01:31:20,02:01:02
1991,19818,SOFÍA FERNANDA VEGA MARTÍNEZ,02:26:42,02:07:21,06:01 /km,9.939 km/h,00:31:36,01:03:33,01:33:11,02:01:39
1992,7997,KARLA ENOE ESPINOSA COLIN,02:19:38,02:07:22,06:01 /km,9.939 km/h,00:30:29,01:00:56,01:32:01,02:01:23
1993,7087,PAULINA AGUILETA VILLANUEVA,02:38:19,02:07:22,06:01 /km,9.939 km/h,00:28:49,00:58:59,01:29:51,02:00:47
1994,25096,LUCIA URIBE CANTU,02:13:54,02:07:22,06:01 /km,9.938 km/h,00:29:18,01:00:41,01:31:58,02:01:31
1995,11884,MELANIE ASTRID ARIAS TORRES,02:19:47,02:07:22,06:01 /km,9.938 km/h,00:28:19,00:57:58,01:29:50,02:00:53
1996,15693,DANIELA MARTÍNEZ GARCÍA,02:21:09,02:07:24,06:01 /km,9.937 km/h,00:29:09,00:58:50,01:30:00,02:01:02
1997,10994,GRACIELA MOHEDANO IZQUIERDO,02:20:39,02:07:24,06:01 /km,9.935 km/h,00:29:12,00:59:02,01:30:34,02:01:24
1998,16260,ANGELA O FARRILL LUKAUSKIS,02:54:55,02:07:25,06:01 /km,9.935 km/h,00:29:32,00:59:17,01:30:21,02:01:03
1999,11700,DANIELA PLIEGO ABURTO,02:22:12,02:07:25,06:01 /km,9.935 km/h,00:31:07,01:02:12,01:33:30,02:02:04
2000,11002,VERONICA GUTIERREZ RASCON,02:46:11,02:07:25,06:01 /km,9.935 km/h,00:31:01,01:01:31,01:31:43,02:01:06
2001,9883,DIANA ERIKA HERNANDEZ BRAVO,02:39:48,02:07:25,06:01 /km,9.934 km/h,00:30:04,00:59:47,01:31:06,02:01:15
2002,26497,XIMENA CONTRÓ ELIZONDO,02:23:46,02:07:26,06:01 /km,9.934 km/h,00:30:21,01:00:11,01:31:24,02:01:22
2003,18506,GERALDINE BARRAGAN MEDINA,02:21:05,02:07:26,06:01 /km,9.934 km/h,00:29:53,01:00:12,01:31:41,02:01:19
2004,18536,SOFÍA HERNÁNDEZ BONILLA,02:41:24,02:07:27,06:01 /km,9.933 km/h,00:32:33,01:03:38,01:33:45,02:02:01
2005,27893,KARYNA ELIZABETH ESTRADA NAVARRO,02:19:12,02:07:28,06:01 /km,9.931 km/h,00:29:20,00:59:15,01:31:55,02:01:31
2006,10982,MARIA SOLEDAD JASSEL PEREZ FLORES,03:00:13,02:07:28,06:01 /km,9.930 km/h,00:30:06,01:00:33,01:31:33,02:01:23
2007,19583,ISABEL RODRÍGUEZ LAMA,02:20:59,02:07:28,06:01 /km,9.930 km/h,00:30:51,01:00:59,01:31:58,02:01:42
2008,5046,NELY FLORES FLORES,02:39:14,02:07:30,06:01 /km,9.928 km/h,00:32:05,01:02:46,01:33:13,02:01:59
2009,19904,VICTORIA GONZALEZ MASELLIS,02:21:12,02:07:30,06:01 /km,9.928 km/h,00:28:50,00:58:57,01:29:54,02:00:42
2010,19205,DULCE MARIA ARROYO HERNANDEZ,02:54:08,02:07:30,06:01 /km,9.928 km/h,00:28:31,00:59:29,01:30:42,02:01:04
2011,11600,BRENDA KARINA MENDEZ PAREDES,02:39:05,02:07:31,06:01 /km,9.928 km/h,00:33:15,01:03:13,01:32:39,02:01:52
2012,13821,ILSE DENISSE PEREZ REZA,02:56:41,02:07:31,06:01 /km,9.928 km/h,00:32:33,01:02:22,01:32:40,02:01:28
2013,19122,SAIDA REDONDO NAVA,02:21:11,02:07:31,06:01 /km,9.928 km/h,00:28:44,00:58:39,01:29:53,02:00:42
2014,28939,XOCHITL NALLELY TORRES MARTINEZ,02:23:20,02:07:32,06:01 /km,9.926 km/h,00:29:51,01:00:42,01:32:12,02:01:32
2015,29606,JANIA CABANAS JIMENEZ,02:56:06,02:07:32,06:01 /km,9.925 km/h,00:28:18,00:57:36,01:29:55,02:00:50
2016,25369,ALEXIA RODRIGUEZ MOLINA,02:38:22,02:07:32,06:01 /km,9.925 km/h,00:30:43,01:01:27,01:32:25,02:01:18
2017,15855,BRENDA GARAY VILLSENOR,02:20:46,02:07:34,06:01 /km,9.924 km/h,00:32:02,01:02:47,01:33:36,02:02:02
2018,12226,ERI ISHII YNOUE,02:21:42,02:07:34,06:01 /km,9.924 km/h,00:32:51,01:03:48,01:33:30,02:01:54
2019,26292,DIANA DELGADO CADENA,02:39:17,02:07:35,06:01 /km,9.922 km/h,00:30:51,01:00:10,01:31:09,02:01:04
2020,28313,MARY ITZEL SANCHEZ JERONIMO,02:23:23,02:07:35,06:01 /km,9.922 km/h,00:31:42,01:01:48,01:31:14,02:01:13
2021,2316,YOCELIN SANCHEZ RIVERA,02:20:44,02:07:35,06:01 /km,9.921 km/h,00:29:26,00:59:28,01:31:35,02:01:32
2022,14369,MARLENE ESPARZA MEDINA,02:19:22,02:07:36,06:01 /km,9.920 km/h,00:29:27,00:59:48,01:31:49,02:01:40
2023,29834,SAMMANTHA AGGLAEE VELASCO CARPIO,02:37:59,02:07:36,06:01 /km,9.920 km/h,00:26:25,00:56:30,01:31:28,02:02:00
2024,3983,SUSANA CASTILLO HUERTA,02:20:34,02:07:36,06:01 /km,9.920 km/h,00:29:08,00:59:42,01:31:01,02:01:18
2025,17082,ALICE LE PRÉVOST LE PRÉVOST,02:23:41,02:07:37,06:01 /km,9.920 km/h,00:29:50,01:00:02,01:30:50,02:01:38
2026,765,MIREYA ALEJANDRA TORRES PRIETO,02:24:25,02:07:37,06:01 /km,9.918 km/h,00:30:40,01:01:27,01:32:09,02:01:35
