...1,BIB,Nombre,Tiempo Oficial,Tiempo Chip,Paso por Km,Velocidad Media,Split 5k,Split 10k,Split 15k,Split 20k
1749,14138,IAN CAMACHO PICHARDO,02:30:21,01:51:44,05:15 /km,11.32 km/h,00:27:00,00:52:32,01:19:12,01:46:09
1750,18445,FERNANDO JOSUÉ MANCILLA HINOJOSA,02:06:40,01:51:44,05:15 /km,11.32 km/h,00:28:32,00:55:25,01:21:48,01:46:32
1751,5796,CARLOS DOMINGUEZ WALLER,02:04:02,01:51:45,05:15 /km,11.32 km/h,00:25:15,00:52:23,01:19:47,01:46:23
1752,10793,JORGE ALBERTO SOSA MARTINEZ,02:43:47,01:51:45,05:15 /km,11.32 km/h,00:28:20,00:54:23,01:20:56,01:46:21
1753,15932,SANTIAGO CASARES GONZALEZ,02:38:41,01:51:46,05:15 /km,11.32 km/h,00:24:55,00:52:04,01:19:35,01:46:31
1754,4220,MIGUEL ANGEL GONZALEZ OSORIO,01:58:26,01:51:46,05:15 /km,11.32 km/h,00:25:25,00:51:14,01:18:09,01:45:45
1755,29081,DAVID SISTOS SÁNCHEZ,02:03:17,01:51:47,05:15 /km,11.32 km/h,00:26:03,00:52:54,01:19:44,01:46:09
1756,13239,JUAN JOSÉ GARCÍA MURO,02:08:30,01:51:48,05:15 /km,11.32 km/h,00:28:45,00:56:00,01:22:14,01:46:47
1757,24153,ISMAEL SEGURA POS,02:07:16,01:51:49,05:15 /km,11.32 km/h,00:28:24,00:54:34,01:20:27,01:46:03
1758,18224,LUIS DANIEL JIMÉNEZ DELGADO,02:05:26,01:51:49,05:15 /km,11.32 km/h,00:26:10,00:52:31,01:19:54,01:46:16
1759,20133,MOISES HAMUI ABADI,01:58:22,01:51:51,05:15 /km,11.31 km/h,00:27:27,00:53:41,01:20:52,01:46:36
1760,20729,SAUL FERNANDO CHÁVEZ RODRÍGUEZ,02:23:18,01:51:54,05:15 /km,11.31 km/h,00:26:24,00:52:51,01:20:24,01:46:33
1761,26330,JOSÉ ANTONIO CAMARGO REBUELTA,02:06:53,01:51:54,05:15 /km,11.31 km/h,00:27:47,00:54:43,01:20:38,01:46:32
1762,24055,VICTOR ROMERO ZENTENO,02:04:24,01:51:54,05:15 /km,11.31 km/h,00:24:00,00:50:15,01:17:29,01:45:52
1763,29405,ALEJANDRO FELIX CHINCHILLAS,02:04:28,01:51:55,05:15 /km,11.31 km/h,00:26:30,00:53:40,01:20:58,01:46:40
1764,1013,JORGE JAROSLAV STERN MARTINEZ,02:06:25,01:51:58,05:15 /km,11.30 km/h,00:25:45,00:52:12,01:19:25,01:46:17
1765,8594,JUAN CARLOS ROMERO CASTILLO,02:09:28,01:51:58,05:15 /km,11.30 km/h,00:28:27,00:55:34,01:22:00,01:46:41
1766,16860,JOSHUA SERRANO GOMEZ,02:23:20,01:51:58,05:15 /km,11.30 km/h,00:27:02,00:54:23,01:21:38,01:46:51
1767,2227,VICTOR MANUEL BADILLO LOPEZ,02:22:17,01:51:59,05:15 /km,11.30 km/h,00:23:42,00:48:54,01:16:42,01:45:49
1768,26233,ALEJANDRO SAAVEDRA VARGAS,02:06:24,01:51:59,05:15 /km,11.30 km/h,00:30:29,00:55:43,01:22:14,01:47:10
1769,27697,JOSE DAVID LOPEZ ACEVES,02:25:31,01:51:59,05:15 /km,11.30 km/h,00:27:24,00:53:47,01:21:09,01:46:54
1770,18468,JESUS TOMAS CHÁVEZ CRUZ,02:39:49,01:52:01,05:18 /km,11.30 km/h,00:25:56,00:52:37,01:20:07,01:46:14
1771,8628,JUAN CARLOS AVENDANO MANCERA,02:07:15,01:52:02,05:18 /km,11.30 km/h,00:30:16,00:56:37,01:22:16,01:46:44
1772,13077,GERARDO VICENTE ROMAN CAÑAMAR,02:41:11,01:52:03,05:18 /km,11.29 km/h,00:28:28,00:54:58,01:21:37,01:46:36
1773,25071,HUMBERTO IBARRA DOMINGUEZ,02:05:42,01:52:03,05:18 /km,11.29 km/h,00:26:24,00:52:22,01:18:38,01:46:12
1774,16041,GUILLERMO LIMON RAMIREZ,02:48:36,01:52:04,05:18 /km,11.29 km/h,00:28:13,00:54:54,01:21:22,01:46:44
1775,24772,JOSÉ LUIS LOPEZ CASTILLO,02:04:21,01:52:04,05:18 /km,11.29 km/h,00:25:15,00:51:20,01:18:07,01:46:44
1776,9034,ALAN RAFAEL ARCOS LOPEZ,02:41:55,01:52:05,05:18 /km,11.29 km/h,00:27:37,00:54:22,01:21:10,01:46:38
1777,1293,JOSE PABLO BALLESTEROS ORTEGA,02:05:25,01:52:05,05:18 /km,11.29 km/h,00:27:27,00:54:01,01:21:03,01:46:46
1778,28448,JOSE GABRIEL AGUILAR PONCE,02:03:56,01:52:06,05:18 /km,11.29 km/h,00:23:37,00:50:17,01:17:39,01:46:27
1779,15577,FRANCISCO JAVIER GOCHER MEADE,02:08:27,01:52:07,05:18 /km,11.29 km/h,00:28:32,00:55:20,01:22:00,01:47:09
1780,20514,LUIS ROMAN JIMENEZ ARZATE,02:06:18,01:52:08,05:18 /km,11.29 km/h,00:26:29,00:52:40,01:19:33,01:46:45
1781,6075,BRANDON ROSAS MARTINEZ,02:03:47,01:52:09,05:18 /km,11.28 km/h,00:26:59,00:54:26,01:21:14,01:46:45
1782,19237,MATHIEU DANIEL MUELLER MUEHLHOFF,02:26:04,01:52:09,05:18 /km,11.28 km/h,00:27:56,00:54:28,01:21:16,01:46:38
1783,17398,ANDRÉS TERÁN MORALES,02:05:21,01:52:10,05:18 /km,11.28 km/h,00:26:59,00:54:07,01:21:08,01:46:39
1784,28212,ANDRES FELIPE TREJOS GUTIERREZ,02:10:16,01:52:12,05:18 /km,11.28 km/h,00:27:42,00:54:57,01:21:46,01:47:09
1785,20373,BRIAN AGUILAR VIZUET,02:09:27,01:52:14,05:18 /km,11.27 km/h,00:28:38,00:55:47,01:22:36,01:47:14
1786,14980,ARTURO RAMÍREZ CARLOCK,02:08:43,01:52:16,05:18 /km,11.27 km/h,00:28:46,00:55:48,01:22:11,01:47:04
1787,25563,DIEGO JIMÉNEZ VERGARA,02:03:43,01:52:16,05:18 /km,11.27 km/h,00:25:51,00:52:44,01:20:03,01:46:44
1788,17334,J ALBERTO VELÁZQUEZ GIL,02:10:06,01:52:17,05:18 /km,11.27 km/h,00:28:02,00:54:11,01:20:42,01:46:42
1789,7128,ALFREDO SANCHEZ PACHECO,02:05:26,01:52:19,05:18 /km,11.27 km/h,00:27:02,00:53:34,01:20:43,01:47:08
1790,27570,JUAN PABLO CAMACHO CORREA,02:11:05,01:52:21,05:18 /km,11.26 km/h,00:28:06,00:55:13,01:21:48,01:46:50
1791,8832,EDUARDO MARTIN ESCALANTE,02:34:17,01:52:21,05:18 /km,11.26 km/h,00:23:49,00:50:02,01:17:56,01:46:02
1792,20011,MARKEL GUTIERREZ REMENTERIA,02:07:55,01:52:22,05:18 /km,11.26 km/h,00:26:32,00:52:40,01:19:18,01:46:22
1793,2345,HECTOR GUDINO CASTILLO,02:39:31,01:52:24,05:18 /km,11.26 km/h,00:26:41,00:53:42,01:20:30,01:46:48
1794,7438,ROGELIO TREJO ZUNIGA,02:16:01,01:52:24,05:18 /km,11.26 km/h,00:27:45,00:55:39,01:23:03,01:47:31
1795,24750,JOSHUA ROMERO CORNEJO,02:24:56,01:52:25,05:18 /km,11.26 km/h,00:27:03,00:54:11,01:21:12,01:47:04
1796,21444,OMAR LOPEZ ENRIQUEZ,02:23:06,01:52:25,05:18 /km,11.26 km/h,00:25:36,00:52:04,01:19:32,01:46:47
1797,12694,ISMAEL RODRIGUEZ ZENTENO,02:26:49,01:52:26,05:18 /km,11.26 km/h,00:29:54,00:56:13,01:23:00,01:47:38
1798,29647,JOSÉ DANIEL DADA RICO,02:05:52,01:52:26,05:18 /km,11.25 km/h,00:28:38,00:55:47,01:22:20,01:47:39
1799,21284,CARLOS DELAYE CASTANEDA,02:05:52,01:52:27,05:18 /km,11.25 km/h,00:28:40,00:55:48,01:22:21,01:47:41
1800,5175,DAVID IVÁN RIVERA PINEDA,02:25:24,01:52:28,05:18 /km,11.25 km/h,00:25:52,00:52:57,01:20:38,01:46:58
1801,1526,MIGUEL ANGEL GARCÍA DEL BUEY,01:58:14,01:52:28,05:18 /km,11.25 km/h,00:26:13,00:53:11,01:20:26,01:47:08
1802,20794,DIEGO RUIZ DE VELASCO MARTÍNEZ,02:04:14,01:52:28,05:18 /km,11.25 km/h,00:26:24,00:53:30,01:20:55,01:46:54
1803,5638,SALVADOR CUAUHTEMOC SANDOVAL ESQUIVEL,02:25:02,01:52:29,05:18 /km,11.25 km/h,00:27:37,00:54:26,01:21:08,01:47:04
1804,24993,IKER NACENTA ROARO,02:24:40,01:52:29,05:18 /km,11.25 km/h,00:27:01,00:53:35,01:20:33,01:47:09
1805,3927,ESTEBAN SAHAGUN INESTRILLAS,02:05:01,01:52:30,05:18 /km,11.25 km/h,00:27:13,00:54:02,01:21:49,01:47:15
1806,13722,ERICK SANTIAGO CORTES BARON,02:06:35,01:52:30,05:18 /km,11.25 km/h,00:25:53,00:53:10,01:20:21,01:46:46
1807,26758,MAURICIO MOISES RASSAM,02:29:24,01:52:30,05:18 /km,11.25 km/h,00:26:04,00:51:50,01:18:13,01:47:51
1808,13774,LUIS ADOLFO MENDEZ JARAMILLO,02:25:27,01:52:30,05:18 /km,11.25 km/h,00:25:31,00:52:35,01:20:21,01:47:18
1809,23412,RAYMUNDO PRECIADO FLORES,02:27:56,01:52:30,05:18 /km,11.25 km/h,00:25:10,00:50:49,01:47:02,NA
1810,20909,OMAR ADAN SANCHEZ RODRIGUEZ,02:25:12,01:52:30,05:18 /km,11.25 km/h,00:26:15,00:52:21,01:19:13,01:46:39
1811,19774,ELIOT SOLIS CORTEZANO,02:28:35,01:52:31,05:18 /km,11.25 km/h,00:28:33,00:54:17,01:21:19,01:47:19
1812,20733,MANUEL GARCÍA SOLANA,02:26:03,01:52:31,05:18 /km,11.25 km/h,00:29:20,00:56:50,01:23:12,01:47:45
1813,9924,RODRIGO RODRIGUEZ SANCHEZ,02:08:08,01:52:33,05:18 /km,11.24 km/h,00:27:39,00:53:36,01:20:09,01:46:56
1814,8419,OSCAR EDUARDO PADRON HERNANDEZ,02:22:58,01:52:33,05:18 /km,11.24 km/h,00:27:35,00:54:26,01:21:17,01:47:03
1815,12612,OMAR SERRATOS REBOREDA,02:07:10,01:52:34,05:18 /km,11.24 km/h,00:26:53,00:53:20,01:20:04,01:46:53
1816,22849,LUIS ALEJANDRO PEREDO QUEVEDO,02:45:13,01:52:35,05:18 /km,11.24 km/h,00:25:00,00:51:52,01:20:06,01:46:56
1817,27525,LUIS PABLO VALENCIA MONTIEL,02:25:15,01:52:35,05:18 /km,11.24 km/h,00:26:56,00:52:56,01:19:54,01:46:30
1818,7359,JUAN ANTONIO GONZALEZ LOMBANA,02:09:17,01:52:36,05:18 /km,11.24 km/h,00:28:00,00:56:11,01:23:18,01:47:23
1819,21699,ADRIAN GALVAN FIMBRES,02:08:33,01:52:37,05:18 /km,11.24 km/h,00:26:09,00:52:31,01:19:43,01:46:27
1820,7096,CARLOS ANDRES SALINAS BERMUDEZ,02:28:51,01:52:37,05:18 /km,11.24 km/h,00:27:44,00:54:30,01:21:35,01:47:38
1821,5068,LUIS AYALA PEREZ,02:11:05,01:52:40,05:18 /km,11.23 km/h,00:27:08,00:53:25,01:20:39,01:47:28
1822,21435,JUAN PABLO JUAREZ MORENO,02:28:53,01:52:40,05:18 /km,11.23 km/h,00:27:45,00:54:16,01:21:35,01:47:41
1823,24875,RAUL VARGAS SALGADO,02:06:05,01:52:40,05:18 /km,11.23 km/h,00:27:33,00:54:42,01:21:28,01:47:09
1824,10607,GONZALO ROMÁN URIBE AVILÉS,02:40:18,01:52:40,05:18 /km,11.23 km/h,00:24:18,00:50:40,01:18:52,01:46:51
1825,3849,JUAN PABLO GÓMEZ TREJO,01:58:50,01:52:41,05:18 /km,11.23 km/h,00:25:50,00:52:47,01:20:05,01:47:10
1826,8244,DIEGO ACOSTA ESPINO,02:08:42,01:52:41,05:18 /km,11.23 km/h,00:28:55,00:56:12,01:22:29,01:47:30
1827,12558,CARLOS SOLIS CAMARILLO,02:07:02,01:52:42,05:18 /km,11.23 km/h,00:27:09,00:53:40,01:20:49,01:47:05
1828,26817,SERGIO SOLORZANO VAZQUEZ,02:42:00,01:52:42,05:18 /km,11.23 km/h,00:26:50,00:54:25,01:21:38,01:47:32
1829,16407,CORENTIN LARUE TESTARD,02:39:55,01:52:42,05:18 /km,11.23 km/h,00:24:33,00:50:27,01:18:08,01:46:15
1830,24646,EDMUNDO GARCIA RANGEL,02:05:14,01:52:42,05:18 /km,11.23 km/h,00:25:13,00:51:47,01:19:32,01:47:06
1831,13386,JOSE JUAN PÉREZ RAMÍREZ,02:11:18,01:52:43,05:18 /km,11.23 km/h,00:26:27,00:52:03,01:19:31,01:46:50
1832,26538,OMAR IVÁN GARCÍA HERNÁNDEZ,02:08:16,01:52:43,05:18 /km,11.23 km/h,00:27:31,00:54:01,01:20:42,01:47:05
1833,18507,ALEJANDRO ANDRÉS GALLARDO VILLAREJO,02:41:18,01:52:44,05:18 /km,11.23 km/h,00:29:04,00:55:07,01:22:00,01:47:33
1834,25788,PABLO VARGAS FERNÁDEZ DEL BUSTO,02:07:53,01:52:44,05:18 /km,11.22 km/h,00:27:40,00:54:59,01:21:52,01:47:28
1835,18033,SANTIAGO PENALVA MENDEZ,02:07:25,01:52:44,05:18 /km,11.22 km/h,00:26:57,00:53:32,01:20:57,01:47:26
1836,25846,DAVID VÁZQUEZ CRUZ,02:11:07,01:52:45,05:18 /km,11.22 km/h,00:28:31,00:56:55,01:23:32,01:47:49
1837,17030,DIEGO ARMANDO GODINEZ HERNÁNDEZ,02:08:53,01:52:45,05:18 /km,11.22 km/h,00:26:13,00:52:28,01:18:59,01:46:40
1838,29124,CESAR OMAR MARTÍNEZ ORTIZ,02:26:47,01:52:45,05:18 /km,11.22 km/h,00:27:13,00:53:27,01:21:17,01:47:28
1839,23429,RAFAEL NARES LOPEZ,02:30:37,01:52:50,05:18 /km,11.21 km/h,00:28:01,00:55:09,01:22:13,01:47:33
1840,9682,EMILIO RIESTRA RIVERO,02:08:43,01:52:51,05:18 /km,11.21 km/h,00:28:07,00:55:33,01:22:13,01:47:41
1841,27846,EDUARDO NUNEZ SANTIAGO,02:42:43,01:52:51,05:18 /km,11.21 km/h,00:27:09,00:53:57,01:21:40,01:47:31
1842,20502,JOSE ALBERTO HERNANDEZ GALICIA,02:40:59,01:52:51,05:18 /km,11.21 km/h,00:26:05,00:51:29,01:18:56,01:46:58
1843,18930,DANIEL SALVADOR GOMEZ CASTELLANOS,02:07:38,01:52:52,05:18 /km,11.21 km/h,00:27:47,00:54:56,01:21:59,01:47:51
1844,21539,JOSE LUIS GARRIDO OLEA,02:24:12,01:52:52,05:18 /km,11.21 km/h,00:26:11,00:52:55,01:19:52,01:47:02
1845,20954,ANTONIO GALICIA RIOS,02:27:01,01:52:52,05:18 /km,11.21 km/h,00:27:45,00:54:16,01:21:10,01:47:19
1846,10075,IRVIN HERNANDEZ MONTOYA,02:27:12,01:52:53,05:18 /km,11.21 km/h,00:29:40,00:56:23,01:22:38,01:47:28
1847,1406,DANIEL MENDOZA MURGUIA,02:06:15,01:52:53,05:18 /km,11.21 km/h,00:27:12,00:54:07,01:21:04,01:47:58
1848,7408,IRAM CHAVIRA MARQUEZ,02:23:23,01:52:55,05:18 /km,11.21 km/h,00:26:54,00:54:02,01:21:40,01:47:11
1849,3778,LUIS DAVID SOSA RODRÍGUEZ,02:31:18,01:52:56,05:18 /km,11.20 km/h,00:27:43,00:56:18,01:22:49,01:48:02
1850,27883,JUAN CARLOS SOTO AYALA,02:06:56,01:52:57,05:18 /km,11.20 km/h,00:25:07,00:50:40,01:18:11,01:47:01
1851,24716,CARLOS ALBERTO SÁNCHEZ ZARAGOZA,02:28:43,01:52:57,05:18 /km,11.20 km/h,00:28:38,00:55:04,01:21:19,01:47:20
1852,19872,RAUL EDUARDO MARTINEZ DEL RIO,02:29:54,01:52:57,05:18 /km,11.20 km/h,00:27:18,00:54:02,01:21:04,01:47:15
1853,16256,JOSE ISRAEL ARAUS PENA,01:59:23,01:52:58,05:18 /km,11.20 km/h,00:24:36,00:51:01,01:19:19,01:47:08
1854,4026,JUAN ENRIQUE PRESA SANTIAGO,02:06:46,01:52:58,05:18 /km,11.20 km/h,00:23:04,00:48:09,01:20:25,01:47:21
1855,14146,DIEGO ACOSTA UGALDE,02:06:48,01:53:01,05:21 /km,11.20 km/h,00:29:12,00:56:05,01:22:29,01:48:10
1856,22681,VICTOR LARA HERNANDEZ,02:14:01,01:53:01,05:21 /km,11.20 km/h,00:25:17,00:50:39,01:17:37,01:46:25
1857,6379,AMILCAR FUENTES ESCOBAR,02:12:05,01:53:01,05:21 /km,11.20 km/h,00:29:10,00:56:57,01:23:57,01:48:00
1858,3403,JUAN DE DIOS SANCHEZ CASTILLO,02:31:39,01:53:02,05:21 /km,11.19 km/h,00:27:13,00:54:22,01:21:24,01:47:35
1859,26127,EDSON ROJAS RUIZ,02:09:26,01:53:03,05:21 /km,11.19 km/h,00:26:17,00:53:23,01:20:40,01:47:22
1860,28942,ERNESTO ADAIR AQUINO PEREZ,02:25:58,01:53:04,05:21 /km,11.19 km/h,00:27:22,00:54:34,01:21:31,01:47:39
1861,2481,JUAN MANUEL SAUCEDO GUTIÉRREZ,02:25:15,01:53:04,05:21 /km,11.19 km/h,00:27:55,00:53:45,01:20:57,01:47:31
1862,26025,HORACIO URIAS X,02:26:31,01:53:04,05:21 /km,11.19 km/h,00:28:00,00:55:15,01:22:00,01:47:50
1863,2466,FLAVIO ANDRES JASO BALMORI,02:05:36,01:53:04,05:21 /km,11.19 km/h,00:27:47,00:55:13,01:22:27,01:48:13
1864,12861,JUAN ANTONIO AGUILAR XOLOCOTZI,02:14:59,01:53:04,05:21 /km,11.19 km/h,00:28:28,00:56:11,01:23:02,01:47:56
1865,10481,RODRIGO PORTILLO ESCALERA,02:07:43,01:53:05,05:21 /km,11.19 km/h,00:26:52,00:53:21,01:20:14,01:47:00
1866,3199,JESUS ARMANDO RIVERA MORA,02:25:56,01:53:05,05:21 /km,11.19 km/h,00:28:33,00:55:00,01:21:59,01:47:55
1867,26038,JOSÉ IGNACIO MÉNDEZ ECHEVERRÍA X,02:24:48,01:53:07,05:21 /km,11.19 km/h,00:27:21,00:53:56,01:21:33,01:47:41
1868,1476,RICARDO RAMIREZ SAMANIEGO,02:08:16,01:53:07,05:21 /km,11.19 km/h,00:27:19,00:54:27,01:21:44,01:47:48
1869,14215,ENRIQUE GUTIÉRREZ PAEZ,02:32:14,01:53:08,05:21 /km,11.19 km/h,00:27:09,00:54:51,01:22:26,01:47:34
1870,1551,EDSON ALEJANDRO MONTIEL MAGANA,02:23:40,01:53:08,05:21 /km,11.19 km/h,00:27:47,00:56:38,01:23:48,01:48:05
1871,19315,SANTIAGO CHÁVEZ MERCADO,02:24:20,01:53:08,05:21 /km,11.19 km/h,00:27:42,00:54:39,01:21:33,01:47:44
1872,25221,CLAUDIO DANIEL ROJAS GUTIÉRREZ,02:08:44,01:53:08,05:21 /km,11.18 km/h,00:26:43,00:53:13,01:20:21,01:46:33
1873,8307,FREDY REYES SANCHEZ,02:10:11,01:53:10,05:21 /km,11.18 km/h,00:29:25,00:56:50,01:23:21,01:48:19
1874,6691,JULIO MUNGUIA NAVARRETE,02:41:11,01:53:10,05:21 /km,11.18 km/h,00:27:00,00:53:43,01:21:29,01:47:37
1875,25911,MARCO ANTONIO URBINA RAMOS,02:10:48,01:53:10,05:21 /km,11.18 km/h,00:27:47,00:54:30,01:22:14,01:47:59
1876,9663,ANDRES LOMBANA TORRAS,02:09:03,01:53:11,05:21 /km,11.18 km/h,00:28:07,00:55:34,01:22:15,01:48:02
1877,15750,RICARDO GIL CHEVALIER,02:06:31,01:53:11,05:21 /km,11.18 km/h,00:26:11,00:52:25,01:19:26,01:47:06
1878,27005,EDUARDO RENDON ORTIZ,02:07:57,01:53:11,05:21 /km,11.18 km/h,00:28:56,00:56:25,01:23:51,01:48:23
1879,15377,ANDRE SOTO ALVAREZ,02:06:19,01:53:12,05:21 /km,11.18 km/h,00:25:46,00:53:52,01:20:48,01:47:36
1880,15422,AGUSTIN CASTELAN SOTO,02:05:42,01:53:13,05:21 /km,11.18 km/h,00:25:52,00:53:16,01:21:03,01:47:29
1881,459,MIGUEL ANGEL CHAVEZ ZAMUDIO,02:43:10,01:53:13,05:21 /km,11.18 km/h,00:26:27,00:52:58,01:19:55,01:46:57
1882,25501,MIGUEL HERNANDEZ ESTRADA,02:40:20,01:53:14,05:21 /km,11.18 km/h,00:24:58,00:51:36,01:19:37,01:47:10
1883,28045,CARLOS ALFREDO HERNÁNDEZ VÍQUEZ,02:04:59,01:53:14,05:21 /km,11.17 km/h,00:25:45,00:52:47,01:20:25,01:47:15
1884,27150,LUIS ANGEL GUERRERO GALINDO,02:05:02,01:53:15,05:21 /km,11.17 km/h,00:27:04,00:53:45,01:21:02,01:48:07
1885,13514,MIGUEL GARCIA SANABRIA,02:06:52,01:53:15,05:21 /km,11.17 km/h,00:25:44,00:51:58,01:19:47,01:47:26
1886,25113,ORLANDO RAFAEL PALOMO GARZA,02:06:54,01:53:16,05:21 /km,11.17 km/h,00:25:18,00:51:52,01:19:47,01:47:13
1887,25635,JOSE MARIA GUEDIMIN SANDOVAL,02:06:22,01:53:17,05:21 /km,11.17 km/h,00:27:38,00:54:45,01:21:44,01:48:00
1888,1438,FRANCO ROSSO SPEDALETTI,02:12:14,01:53:17,05:21 /km,11.17 km/h,00:27:55,00:54:46,01:21:46,01:47:54
1889,12854,GUILLERMO ESTON MURILLO,02:09:33,01:53:17,05:21 /km,11.17 km/h,00:27:26,00:53:53,01:21:38,01:47:50
1890,1409,AMADEO GALICIA CASTILLO,02:25:19,01:53:18,05:21 /km,11.17 km/h,00:28:48,00:56:06,01:23:27,01:48:14
1891,4734,ZACHARY OSCHIN X,02:06:37,01:53:18,05:21 /km,11.17 km/h,00:27:21,00:54:41,01:22:28,01:48:21
1892,26994,FRANCISCO URIEL SANTOS ANALCO,02:32:12,01:53:18,05:21 /km,11.17 km/h,00:26:16,00:51:43,01:17:30,01:47:11
1893,23905,JORDI VALLS DIEZ,02:07:32,01:53:20,05:21 /km,11.16 km/h,00:29:24,00:57:06,01:23:47,01:48:25
1894,15401,DIEGO ECHEVERRIA ZEPEDA,02:26:26,01:53:21,05:21 /km,11.16 km/h,00:28:11,00:55:17,01:23:09,01:48:25
1895,7077,EMILIO TOLENTINO LARA,02:07:53,01:53:22,05:21 /km,11.16 km/h,00:28:38,00:56:05,01:22:49,01:48:25
1896,28737,WILLIAM CORONADO ABELLA,02:05:39,01:53:22,05:21 /km,11.16 km/h,00:25:58,00:52:45,01:20:17,01:47:31
1897,2749,JORGE ALEJANDRO SOLIS MARROQUIN,02:05:40,01:53:22,05:21 /km,11.16 km/h,00:26:02,00:52:45,01:20:18,01:47:32
1898,15543,IKER VALLS DIEZ,02:07:36,01:53:23,05:21 /km,11.16 km/h,00:29:25,00:57:06,01:23:47,01:48:25
1899,21035,ELISEO DE LEON BECERRA,02:11:16,01:53:24,05:21 /km,11.16 km/h,00:29:11,00:57:04,01:24:12,01:48:22
1900,4606,JUAN FELIPE GIRALDO VALLEJO X,02:24:33,01:53:24,05:21 /km,11.16 km/h,00:29:12,00:55:49,01:22:01,01:47:27
1901,20764,ENRIQUE DORANTES MOLINA,02:24:51,01:53:26,05:21 /km,11.15 km/h,00:29:29,00:55:28,01:21:59,01:48:14
1902,9261,LUIS JAVIER CERVANTES RONQUILLO,02:08:32,01:53:28,05:21 /km,11.15 km/h,00:28:48,00:55:39,01:22:25,01:48:17
1903,22170,EMANUEL GONZALEZ LEON,02:26:51,01:53:28,05:21 /km,11.15 km/h,00:25:14,00:51:50,01:20:11,01:47:29
1904,2286,FERNANDO REYES RENDON,02:30:09,01:53:28,05:21 /km,11.15 km/h,00:26:31,00:54:48,01:23:14,01:48:15
1905,28669,MANUEL GUZMAN LEDESMA,02:04:58,01:53:29,05:21 /km,11.15 km/h,00:27:10,00:53:02,01:20:27,01:47:34
1906,11799,JOSUÉ MIRANDA REYES,02:26:19,01:53:30,05:21 /km,11.15 km/h,00:27:29,00:54:37,01:21:49,01:48:25
1907,14275,ENRIQUE SÁNCHEZ OCANA,02:28:09,01:53:30,05:21 /km,11.15 km/h,00:27:50,00:55:08,01:22:14,01:48:21
1908,7685,ENRIQUE RODRÍGUEZ RIVAS,02:28:07,01:53:30,05:21 /km,11.15 km/h,00:27:37,00:54:54,01:22:26,01:48:09
1909,10209,DIEGO GONZALEZ RAMIREZ,02:06:27,01:53:30,05:21 /km,11.15 km/h,00:28:11,00:55:17,01:22:36,01:48:38
1910,2473,JAIRON SAUL LUNA BALCARCEL,02:05:57,01:53:31,05:21 /km,11.15 km/h,00:25:24,00:52:23,01:20:28,01:47:53
1911,18908,GUIDO BRANDENBURG SZMIGIELSKI,02:13:45,01:53:32,05:21 /km,11.14 km/h,00:27:32,00:55:26,01:22:39,01:48:16
1912,5414,ANTONIO DE JESUS HERNANDEZ MORA,02:40:10,01:53:33,05:21 /km,11.14 km/h,00:24:55,00:52:16,01:20:37,01:48:05
1913,5552,DIEGO RAFAEL VELAZQUEZ GUADARRAMA,02:40:18,01:53:34,05:21 /km,11.14 km/h,00:27:32,00:54:48,01:22:33,01:48:17
1914,3811,HUMBERTO MOLINA GONZALEZ,02:07:29,01:53:34,05:21 /km,11.14 km/h,00:27:44,00:54:58,01:21:47,01:48:07
1915,7796,INAQUI GONZÁLEZ RAMOS,02:08:37,01:53:36,05:21 /km,11.14 km/h,00:28:48,00:54:38,01:21:34,01:47:53
1916,17503,JORGE ZABALEGUI GONZALEZ,02:06:07,01:53:36,05:21 /km,11.14 km/h,00:27:29,00:55:07,01:22:47,01:48:35
1917,22321,VICTOR HUGO LABASTIDA ORTEGA,02:42:12,01:53:37,05:21 /km,11.14 km/h,00:26:17,00:53:45,01:21:24,01:48:06
1918,15805,DANIEL TOSCANO OSORIO,02:24:00,01:53:37,05:21 /km,11.14 km/h,00:26:56,00:55:04,01:22:44,01:48:16
1919,22917,JULIO CÉSAR RUIZ RAMÍREZ,02:13:14,01:53:38,05:21 /km,11.13 km/h,00:26:48,00:54:55,01:22:11,01:48:13
1920,5825,DANIEL ALBERTO RAMIREZ PERALVILLO,02:07:25,01:53:39,05:21 /km,11.13 km/h,00:27:05,00:54:04,01:21:56,01:47:56
1921,24506,JESIAN ARIZMENDE LEAL,02:05:15,01:53:40,05:21 /km,11.13 km/h,00:25:33,00:53:21,01:21:00,01:48:00
1922,29247,ALFONSO TIRADO MANCILLA,01:59:39,01:53:40,05:21 /km,11.13 km/h,00:26:14,00:53:40,01:21:13,01:47:59
1923,7433,CARLOS ALONSO GARCIA ARIAS,02:10:40,01:53:41,05:21 /km,11.13 km/h,00:28:47,00:56:42,01:23:07,01:48:21
1924,23466,RAMON BELA GUTIERREZ,02:06:16,01:53:41,05:21 /km,11.13 km/h,00:27:47,00:54:13,01:21:13,01:47:59
1925,15792,LUIS ALBERTO MELCHOR GONZÁLEZ,02:40:35,01:53:41,05:21 /km,11.13 km/h,00:27:57,00:55:21,01:22:47,01:48:19
1926,24675,GABRIEL EMIGDIO PONCE,02:07:11,01:53:42,05:21 /km,11.13 km/h,00:26:51,00:54:19,01:22:05,01:48:21
1927,28500,ERICK IVAN RAMIREZ FLORES,02:06:40,01:53:43,05:21 /km,11.13 km/h,00:27:22,00:54:47,01:22:14,01:48:13
